id,category,amount,score,flag
85,A,874,70.33806855801377,False
86,A,651,29.91161316119577,True
87,A,221,75.84247257075418,False
88,A,273,20.560491903913338,True
89,D,154,54.425137727557384,True
90,C,249,80.42810935621732,False
91,C,279,53.700908568255535,False
92,A,440,90.79627185210506,False
93,C,948,5.850123287463582,False
94,C,816,58.83138454914718,True
95,A,276,56.17554525443901,False
96,C,514,66.03533285426847,True
97,E,88,83.34068386803077,False
98,B,799,72.5853084338395,True
99,B,923,79.02827353728418,False
100,A,642,28.881672571762152,False
101,D,505,38.74973785689646,True
102,A,590,62.67769740462303,False
103,D,772,55.346147192493525,False
104,B,241,96.11038749705365,False
105,A,653,18.683449993441936,False
106,E,740,35.127837245114165,True
107,C,675,57.27552332848548,True
108,D,236,86.7963769936152,False
109,C,128,92.93485246909917,True
110,C,503,33.603633082759856,False
111,A,200,6.710846152635163,True
112,C,962,42.161969792218514,True
113,E,902,39.43441432335071,True
114,C,543,98.64870679296895,False
115,A,502,43.10612442907894,True
116,E,650,30.572299930322945,True
117,B,492,36.5377374534934,False
118,C,21,39.69262806238139,True
119,A,234,82.1540382196616,False
120,B,714,8.101489283126417,True
121,B,791,31.650704887502666,False
122,D,643,96.63184919070996,True
123,E,416,15.310250479879993,False
124,C,148,74.260132153259,True
125,A,970,35.63935011982904,True
126,D,29,58.17855261945254,False
127,E,361,9.954803850888204,True
128,D,308,30.641166735394656,True
129,E,883,50.086494166088826,False
130,E,942,23.17006581758584,False
131,C,162,54.18699430531522,True
132,E,869,21.97593140627163,False
133,D,852,65.01005526505539,True
134,E,61,90.43543402503143,False
135,C,125,8.548863735157141,False
136,C,456,21.661603577608634,False
137,D,71,84.44230272603299,False
138,B,838,63.15534854419575,True
139,B,907,7.870891714256523,False
140,E,876,48.63501151094953,True
141,A,466,20.9758515011335,True
142,E,243,19.909639407006974,True
143,D,490,94.06453433605238,True
144,D,761,76.1541548076109,True
145,D,221,69.62305935241437,False
146,D,473,23.89288170778586,False
147,D,959,11.857343304095046,True
148,C,533,87.08326212853501,True
149,B,494,0.587956934245093,False
150,D,899,38.80964237010196,True
151,A,82,27.761250296133355,False
152,A,856,57.037620034882366,True
153,A,879,25.050843588583472,False
154,A,998,31.120535932830794,False
155,C,522,85.00398549931936,True
156,A,923,60.31888234045187,False
157,D,12,14.568252732936838,True
158,E,263,72.64715434958316,False
159,A,657,20.74592014798784,False
160,C,449,43.30049301124801,True
161,C,192,64.66072368392933,False
162,A,762,27.192953745748728,False
163,E,114,38.410681467579224,True
164,A,26,73.41495973041509,False
165,C,783,93.79109534243433,True
166,B,499,52.924505695947296,True
167,D,508,0.9970971556622743,False
168,C,545,33.84637512418305,True
169,A,62,39.86343348455345,False
170,D,229,33.91736200022441,False
171,A,815,43.626886111556274,True
172,A,607,63.26662538183997,False
173,B,35,12.112802699775315,False
174,D,705,27.263050886750552,False
175,D,456,50.764808601762454,True
176,B,588,31.55733081799751,True
177,C,891,99.10853381353594,False
178,A,502,43.143146703748826,True
179,E,761,86.97991535922162,False
180,A,595,89.65098356138644,False
181,A,25,83.60069997223499,True
182,C,569,4.689824094516782,True
183,A,32,94.77467316133514,True
184,B,831,12.874256213317691,False
185,B,12,3.4403627714294505,True
186,D,319,41.43696079065575,False
187,E,845,19.463403275785605,False
188,A,604,18.419652966323618,False
189,A,1,28.78196133761506,True
190,C,435,24.840560524685486,True
191,B,838,68.4795402150153,True
192,E,136,18.677730663607008,False
193,D,196,54.31183051972586,False
194,B,133,98.64265461435298,True
195,D,985,43.238242095628884,True
196,C,86,64.18731087954365,True
197,C,476,96.93716777298737,True
198,A,807,13.763899804136425,True
199,E,791,41.86070092930494,True
200,D,324,85.01924001952541,True
201,B,180,93.23056827448798,True
202,C,516,60.12360579589051,True
203,A,638,14.342060254022337,False
204,A,175,90.1471583947655,True
205,D,763,17.444656619094257,True
206,C,21,35.28778483321185,False
207,E,997,37.550797776226176,False
208,C,952,44.729153987262805,False
209,D,105,79.01658159309495,False
210,D,578,80.21443781024846,False
211,C,443,71.96550732781142,False
212,D,775,2.212867442158162,False
213,C,49,56.484510221715155,True
214,B,528,74.74929558814,True
215,C,145,44.46252400615428,True
216,C,340,94.49360453653965,False
217,D,762,82.3810521880351,True
218,D,855,63.815506548683075,False
219,A,354,6.242518368251337,True
220,A,75,65.23462475831381,False
221,B,802,91.15796012522189,True
222,A,929,37.94453868809514,True
223,C,794,83.8132525605361,True
224,D,578,31.3161142862179,True
225,A,637,57.01032915473028,True
226,A,319,64.84244183707824,True
227,B,87,67.79950375588949,True
228,B,553,88.25493144643481,False
229,C,982,23.462226700628207,False
230,D,698,26.236958528897468,True
231,B,866,70.40409933107368,True
232,A,892,17.71938124840381,True
233,D,847,46.42704049639603,True
234,D,778,2.003438407721514,False
235,A,783,14.097933699011412,False
236,B,42,67.88463850288615,True
237,A,93,74.7461603481754,True
238,D,697,11.531903323787684,True
239,E,727,22.7709550411197,True
240,E,507,9.89044465370511,False
241,C,529,43.34128439251168,False
242,A,956,12.611607074463327,False
243,A,265,43.729601716689004,False
244,C,626,73.20982558011316,True
245,C,292,68.33886331434175,False
246,C,969,28.046048685184523,True
247,D,464,67.37625492469324,False
248,A,804,92.7712130899577,False
249,D,560,34.75243870849155,True
250,C,819,32.911915369760656,False
251,A,97,57.14386514820175,True
252,D,887,24.55018110274718,True
253,D,95,65.1578927980252,True
254,C,326,83.2261770672481,True
255,A,74,45.9318505098632,True
256,C,336,67.95073249283824,False
257,A,68,65.18854238829952,False
258,E,758,3.8665561847589514,True
259,B,918,18.34162951757764,True
260,B,77,89.35300018181299,True
261,B,208,93.88921473650194,True
262,C,884,78.04396399111774,False
263,E,766,92.12481483276946,True
264,A,221,30.614865091857478,False
265,D,262,24.7710971779047,False
266,A,410,38.430018756052,True
267,D,331,5.534199855045285,False
268,A,344,80.98716190413278,True
269,E,989,98.41754851150772,True
270,D,771,82.40292924366098,False
271,C,820,55.49753348525481,True
272,A,74,29.52819704829498,True
273,A,637,19.76978885435806,False
274,D,700,36.406287179665995,False
275,C,254,66.69695295482063,False
276,C,959,44.70615555408236,True
277,E,833,93.4059820084486,False
278,C,820,85.42203429657324,False
279,C,747,10.240061596289895,False
280,C,986,13.152522388570997,False
281,B,762,67.62391853001108,True
282,E,332,23.07683899803543,False
283,A,398,79.10298770117512,False
284,D,345,59.13581423263531,True
285,A,584,22.983052773335,False
286,E,747,47.868679748059115,False
287,D,836,40.60762923670333,True
288,E,668,87.31593591894047,True
289,C,455,3.216247497705027,True
290,D,906,89.584389046679,True
291,C,115,65.20826828797433,True
292,A,313,73.75381875483788,False
293,A,228,0.26074633926337354,False
294,D,834,62.823943403723234,False
295,D,858,58.8486163711026,False
296,E,245,53.72055563862999,True
297,E,818,78.5866856705885,True
298,C,526,55.58710963965052,True
299,D,528,85.70971895598576,False
300,A,950,23.263148640963838,True
301,E,427,80.59825889716998,True
302,E,42,17.931277282480572,False
303,A,465,81.31177919689799,True
304,E,622,94.04635188285677,True
305,C,278,33.56941423103841,False
306,D,836,52.98863139801888,False
307,A,19,65.83290229231477,True
308,D,66,7.947166585449461,False
309,E,167,49.408071820412026,True
310,E,585,36.05849765882467,False
311,A,403,87.24556312513081,False
312,C,912,87.66795187083261,False
313,B,822,70.07795395472368,False
314,A,409,65.57244745924983,True
315,B,112,73.36884592758568,True
316,B,274,36.598690100280706,True
317,C,407,40.45192467506254,False
318,B,373,55.37047228887053,True
319,B,597,93.80281273644674,False
320,C,651,72.39998741195626,True
321,B,39,55.09892444962233,False
322,B,105,77.04130148967145,False
323,B,324,37.089031223842504,False
324,A,793,73.04667011443706,True
325,A,959,41.067624828270034,True
326,A,992,27.96614070149861,True
327,C,414,60.972404752229245,True
328,E,429,68.68775596501845,False
329,B,635,45.929356117956424,False
330,B,730,56.55007313555015,False
331,C,889,69.40660748559569,False
332,B,61,76.77100515575094,True
333,A,612,89.55714790830763,True
334,E,307,35.454420626432814,False
335,D,354,95.14772528525936,True
336,B,393,63.72798101230875,False
337,A,204,78.77018826989477,False
338,D,258,69.97690434814383,False
339,E,486,20.55717253484066,True
340,D,517,7.143838300882832,False
341,A,446,72.62864640181202,True
342,D,709,51.10526677945765,False
343,C,180,70.22133684083246,True
344,D,342,47.684280391545975,True
345,B,133,31.2234520416504,False
346,B,443,28.501790925956826,False
347,C,836,73.05321308699942,True
348,A,253,27.678008146577472,True
349,B,265,71.46768709254209,True
350,E,93,38.396012631737854,False
351,B,662,77.08984043188025,False
352,B,411,14.280992578266961,True
353,A,138,20.497994320434554,True
354,D,208,68.59116057201635,True
355,B,637,56.02311201982626,False
356,C,746,20.38783426215992,False
357,D,573,90.28270117268217,True
358,E,307,27.59441474126463,True
359,A,266,42.10713981936338,False
360,E,646,20.228794187253797,False
361,D,318,38.802761834151426,True
362,D,113,49.164675011147416,True
363,D,901,29.52470545129191,True
364,E,378,76.90936731964834,False
365,D,454,39.393297864624714,True
366,E,191,72.95099999587671,True
367,D,891,20.707217539024334,True
368,C,440,37.703549679317874,False
369,D,187,0.8058288895535171,False
370,E,831,75.86375839137118,False
371,B,367,62.588664433048415,True
372,D,89,81.78233249204561,False
373,B,187,45.561078810271326,False
374,C,819,79.97406437128392,False
375,A,946,64.75825442709784,False
376,C,132,0.36129325342386664,False
377,D,872,25.369429508851194,True
378,B,635,49.3891352206248,True
379,B,560,61.86873497119713,True
380,E,800,6.5590864664637145,True
381,B,376,70.50799281837918,True
382,E,691,54.35360976472599,False
383,A,692,52.57793068182857,False
384,D,99,29.20455580979151,True
385,E,842,59.48230994905769,False
386,A,34,2.7492889631774653,True
387,B,932,6.470033050398849,True
388,B,582,73.38700872128415,False
389,A,171,32.18913425339639,True
390,B,366,34.69670756244838,False
391,A,784,20.83852032564518,True
392,E,59,44.56206920999322,False
393,E,181,5.199343141130031,False
394,A,19,30.036322357111366,False
395,E,226,52.71239217776975,False
396,E,473,46.563192155913704,False
397,E,95,99.96696431230338,False
398,C,881,38.876465211691006,True
399,D,297,38.69990592543089,True
400,B,593,50.35817774144603,False
401,C,175,19.03031102712298,False
402,E,222,87.63044229591578,True
403,A,615,57.22677888644485,True
404,E,54,19.21076391994224,True
405,D,695,79.34415913721324,True
406,E,863,3.433217114285325,True
407,A,403,98.25642005854273,False
408,D,318,86.51493347713713,True
409,E,867,57.963945553401985,True
410,D,349,11.129566275706647,True
411,B,443,21.52727732896714,False
412,B,833,27.943517031356315,True
413,E,580,24.103173790361097,True
414,D,540,49.75200104534457,False
415,A,786,94.45603702671478,False
416,E,282,44.41725847678105,True
417,B,360,66.15645681734054,False
418,B,915,68.85832059788231,True
419,E,823,87.15807252544828,True
420,D,631,3.3821287571519254,False
421,B,892,40.43300593475422,True
422,D,953,78.47351140860994,False
423,B,646,81.48670149654463,False
424,B,641,92.73326151740112,False
425,C,8,70.27943598180023,False
426,B,993,24.51539461047435,True
427,A,563,50.566574308437815,True
428,E,491,3.234528791889757,True
429,E,341,64.69283410982469,False
430,D,472,55.42952115087567,True
431,B,793,66.68362807612931,False
432,A,687,93.01405533875955,True
433,D,695,68.72766117204316,False
434,C,704,32.04499303747612,True
435,D,249,19.873666387015675,True
436,D,235,85.46362068186548,False
437,B,83,19.433214327376056,True
438,C,93,16.16095805953639,False
439,D,885,20.66120806809758,False
440,A,394,50.88408481305068,True
441,A,824,12.418744315945684,True
442,E,268,93.81183305967022,True
443,C,417,96.62537072400896,False
444,C,632,97.38018532829989,False
445,E,583,3.9124804819719805,False
446,D,529,94.61975264800317,False
447,C,253,99.74149326174252,False
448,A,957,94.2429109345487,False
449,A,122,67.09389057627061,False
450,B,892,70.12301524085008,False
451,C,10,12.225293987344765,False
452,D,799,87.42970770749625,True
453,E,316,5.96395846287715,False
454,E,838,31.77305466176398,False
455,D,273,99.1151645148187,True
456,B,306,42.23278791029953,True
457,E,805,13.115622396525872,False
458,C,210,96.92946620490801,True
459,B,958,98.41396470417361,True
460,C,730,18.704268523871438,False
461,A,753,86.48038087401709,False
462,B,886,39.04233261938918,True
463,E,464,38.13684644867145,False
464,B,712,26.269763189690167,True
465,B,728,4.471027455489651,False
466,B,717,26.800898368522354,False
467,B,925,5.377690533305202,True
468,C,416,92.43720463599634,True
469,A,216,66.17206723927285,True
470,D,80,88.66226500163916,True
471,B,779,71.72906814705706,True
472,E,480,13.128687108263925,False
473,B,902,94.05815367352979,False
474,E,891,89.9893053632767,True
475,C,547,34.80760779010357,True
476,E,801,11.15333403516765,True
477,D,18,70.41547507888738,False
478,A,165,72.83613027367225,False
479,E,525,89.68290448407072,True
480,E,202,5.265575945107992,False
481,A,741,14.170383802737184,False
482,D,346,59.82487928791823,True
483,B,366,61.913155087008256,True
484,E,977,3.3609662315006283,False
485,A,448,39.69320510616584,False
486,C,513,58.41617312760491,False
487,A,319,73.79113331517338,False
488,C,217,31.615069177832854,False
489,D,34,48.39034930218414,True
490,B,871,81.40548723120092,False
491,A,266,95.38950638977404,True
492,E,640,23.03146753898455,True
493,D,724,25.30422058198962,False
494,A,775,93.98181874338755,True
495,E,824,39.59111507626836,False
496,A,80,71.83483245207427,True
497,C,677,61.22652287298762,False
498,A,413,28.55876797940563,True
499,A,252,65.35622219580249,False
500,A,12,65.55659009569733,False
501,D,401,59.24431854090763,True
502,A,816,9.966082484951288,True
503,E,724,99.51718223740377,True
504,C,282,40.04164611708274,False
505,C,112,63.825098539698885,True
506,A,723,88.57616941126193,True
507,D,378,42.328848841983636,False
508,D,751,77.39250568055486,False
509,E,268,97.1824424679406,True
510,A,917,35.89347602530483,True
511,C,298,40.52695702327367,False
512,D,317,90.55760589965686,False
513,A,570,15.9642867815183,False
514,D,509,2.859483835944232,True
515,D,950,90.88890048491119,True
516,C,546,82.15915741175803,False
517,B,775,97.2583032551332,False
518,E,365,5.823778271067825,False
519,E,547,15.617733044098724,True
520,C,271,10.531255908980885,True
521,D,961,68.34161322937092,True
522,A,474,60.60100737471432,True
523,D,739,35.933519938725965,False
524,C,537,5.7423479402245015,False
525,E,234,63.966198404654094,True
526,D,59,57.01204851150566,False
527,E,251,11.290321106061574,False
528,A,847,90.89097044737142,True
529,E,86,19.894970967199054,False
530,E,763,74.35091521438564,True
531,B,390,88.50758625429482,True
532,B,180,57.94749906937084,True
533,B,719,24.684890529825132,False
534,E,856,30.924851762514137,True
535,C,149,88.57475337188323,False
536,E,583,29.825715637648464,False
537,C,121,74.61904833173043,True
538,C,765,99.01652122554053,True
539,B,605,99.98167193626777,True
540,D,256,53.34797482693314,True
541,A,766,82.65557967860978,True
542,B,864,99.02498679211995,False
543,B,800,37.46728898419822,False
544,D,309,25.240958507030587,False
545,A,59,11.42333558421832,True
546,E,69,14.08996380731261,True
547,E,446,85.35563636206633,False
548,B,388,58.872309030707406,True
549,A,86,87.37091753924858,False
550,B,786,78.94550890321685,False
551,C,227,67.37446300480178,False
552,B,593,60.93121919068607,True
553,B,626,4.833890417809295,True
554,E,184,87.22751960031923,False
555,E,792,41.784206167971426,True
556,E,322,55.9786857071392,True
557,C,909,2.195350187702072,True
558,E,318,93.60735018627871,False
559,A,566,90.27404610920014,False
560,D,399,54.32780299181056,False
561,A,709,57.73116331683574,False
562,A,899,70.50172124034887,False
563,E,293,26.469489643615006,True
564,D,293,22.191562271330255,False
565,D,485,67.40229466016328,True
566,D,899,10.442244615890816,False
567,C,447,45.40620047233808,True
568,E,803,49.276042399909,True
569,D,692,38.1336976915168,False
570,C,983,18.526817569773467,True
571,B,892,35.53162643253547,True
572,B,412,33.755725356045,True
573,C,508,49.926567464875035,True
574,C,734,67.46808415785193,True
575,E,786,96.82351235261706,True
576,E,890,14.416326017432823,False
577,B,244,87.30171099410818,True
578,D,420,28.417800039026243,False
579,B,929,59.137277000140564,True
580,D,960,54.673694798386805,True
581,D,154,55.694841862826294,True
582,E,816,72.33586117188129,True
583,A,424,38.168830574899594,True
584,A,273,31.90999632368556,True
585,C,936,85.28345731854773,True
586,E,647,22.009504027427027,True
587,D,825,18.024603731114308,False
588,A,520,1.5607436655260876,False
589,D,128,21.057778202918676,False
590,A,373,51.853143331670836,False
591,A,568,53.850887301411355,True
592,A,638,25.442049119553435,True
593,E,159,7.227417004119985,True
594,B,571,74.46407963452062,False
595,D,570,75.79753485622997,False
596,E,652,99.78363962915616,False
597,E,176,90.00295705347176,True
598,E,927,92.60620645176425,True
599,E,620,79.82038257439419,False
600,E,211,61.55028533824991,True
601,C,447,12.854595760451048,True
602,D,586,62.23132974558777,True
603,E,167,5.5955860414626635,False
604,D,460,88.52991112711923,True
605,C,916,48.182133541419745,False
606,C,357,69.74728319758002,False
607,D,304,5.2243663695964,True
608,A,233,53.424842292282534,True
609,B,327,30.126339785336253,True
610,A,884,28.496826573724565,False
611,A,182,38.96559147031825,False
612,A,634,0.06394608605349017,True
613,E,334,46.66608817201735,True
614,C,715,48.65666836079383,False
615,A,967,86.31309158390641,False
616,C,29,44.85256078824824,False
617,D,714,36.35562938676728,False
618,B,93,99.47470513624633,False
619,D,841,57.12133246024963,True
620,D,868,47.26132086341395,False
621,E,688,49.59358345483794,False
622,B,330,80.91812975088051,True
623,D,723,34.06763689701609,False
624,D,184,38.91604626859456,False
625,B,95,75.58733593374653,True
626,B,785,7.298373961376948,False
627,D,649,86.51691581432587,True
628,B,749,43.02026964679699,False
629,D,353,58.12929755056484,False
630,D,930,75.74761592598351,True
631,E,941,26.605192243934482,False
632,A,984,89.03142083206511,False
633,D,265,97.92249722566108,True
634,C,647,49.42743614061246,False
635,A,656,93.69373650326733,False
636,A,19,0.11286225269827588,False
637,A,743,89.42378296355284,False
638,E,646,31.104531975130556,False
639,D,626,31.149542472760196,True
640,E,499,22.80888647699394,False
641,D,139,31.701390115090188,False
642,E,637,21.34845836986351,True
643,E,716,90.58691063099718,True
644,C,573,89.90237272133665,True
645,E,762,10.221131492062252,True
646,B,810,14.285842886649247,False
647,C,525,86.20186390106666,False
648,E,908,39.89377708727459,False
649,A,255,16.927167733927828,False
650,B,85,51.066940243656724,False
651,B,458,41.666804992009496,False
652,B,532,21.91615537379652,False
653,C,562,72.07522182776344,True
654,E,676,63.128931233273086,False
655,E,92,9.966161355544056,True
656,A,600,92.53867143253424,True
657,A,69,55.84699657300691,True
658,B,37,25.02044870635418,False
659,A,765,20.62918150723635,False
660,C,764,13.594798137220154,True
661,E,140,42.46374063903507,False
662,B,867,13.554101309083677,False
663,A,893,41.58164125952262,True
664,C,680,14.877042823411768,True
665,C,566,65.68075215238893,False
666,A,898,78.52420216863582,True
667,E,178,54.95227475227586,True
668,A,809,68.00568748548973,True
669,B,813,93.8378737084061,False
670,A,871,63.83715295706078,False
671,C,618,36.415819818388265,True
672,A,137,44.948015867491556,True
673,E,190,86.0525226072037,False
674,D,640,13.072031895009639,False
675,A,342,32.573702245043265,False
676,E,559,57.72800689704841,False
677,E,5,67.63895694084344,False
678,C,972,76.34990754317053,False
679,E,257,31.820679599608713,True
680,E,812,14.585913400915029,True
681,E,662,95.48392096765598,True
682,E,806,7.6392217132039475,False
683,B,243,9.580535578688544,True
684,B,787,49.494254190196884,True
685,C,720,81.92710281435983,True
686,A,415,77.45041063553268,True
687,E,627,93.76992661940918,True
688,A,707,14.160257561298838,True
689,A,343,37.5727257062436,True
690,C,682,28.214212872171007,False
691,E,379,86.0870123554672,True
692,E,594,48.835462028120034,True
693,D,666,2.6847934415666352,False
694,A,653,70.79644068383966,True
695,A,826,38.869809782660255,False
696,B,146,53.11467633710123,True
697,D,323,89.37874270099981,False
698,B,122,25.673777463281166,True
699,B,252,24.026467561217714,True
700,B,855,26.319250418008934,True
701,C,899,33.81079912597027,True
702,C,311,10.735397464609964,True
703,B,601,69.72196608085895,False
704,D,475,20.739871782913653,True
705,A,570,92.61457472705857,False
706,D,492,21.56863139098707,True
707,E,575,25.56420293087751,True
708,C,347,29.702022881081636,True
709,A,820,76.8538097011416,False
710,A,487,42.76064874420298,False
711,E,473,81.93346240306187,False
712,E,382,78.48537123557885,False
713,B,280,92.94904227674665,False
714,C,72,75.66041551040547,True
715,C,521,5.191116966906284,True
716,D,366,83.72812736990583,False
717,B,933,93.80725967054111,False
718,B,94,99.3689192549669,True
719,B,373,12.526759413246513,True
720,B,339,61.327326932653456,False
721,C,437,19.94586658841594,False
722,C,336,26.2509640912599,True
723,B,664,74.55843382228579,False
724,D,492,97.76677176990603,True
725,A,917,59.48555014630229,False
726,A,868,85.05844698222474,False
727,D,40,0.8883803828827919,True
728,B,359,3.6631639849619257,True
729,C,574,59.67243373258634,False
730,A,254,38.89831016004391,True
731,E,966,88.97578149731538,False
732,E,581,30.198191308573374,False
733,D,398,43.20510275040475,True
734,B,757,52.79091978315682,True
735,A,877,27.303883288624753,True
736,B,170,90.84948674532943,False
737,A,690,46.453358465809714,True
738,D,701,42.41556091190169,True
739,D,511,84.97530489343326,True
740,E,260,31.19784016478985,False
741,B,584,81.7465344510961,True
742,E,984,12.227285272134946,True
743,B,459,18.278853336489963,True
744,E,529,95.08416661717347,True
745,C,882,84.2447490807708,False
746,C,341,38.789890145640626,False
747,C,57,63.845644871702945,False
748,C,218,94.29701894309558,False
749,A,619,21.185890286408426,True
750,C,816,5.901047022300066,False
751,D,940,53.74680645053053,True
752,D,685,14.259687866359327,False
753,A,731,18.731909271137514,True
754,C,464,89.15391897315794,True
755,C,247,0.7403458644891336,True
756,C,730,81.68200264638685,False
757,E,373,51.69507763356076,False
758,B,417,55.92943876453004,False
759,E,31,67.17679604563625,True
760,B,368,43.14449923080104,False
761,C,559,11.561188819241474,True
762,C,646,10.282022380482381,False
763,E,108,75.43621991839426,False
764,E,584,22.10351432672849,False
765,B,839,2.81016836176442,False
766,D,418,97.96138890989411,False
767,B,620,98.03915193606933,True
768,E,821,37.81413373437799,False
769,E,398,2.5523844557113207,False
770,A,272,72.72646585927497,False
771,E,683,83.10120604856692,True
772,A,116,12.501369011580977,False
773,D,841,13.545861490923627,False
774,B,586,82.22239996967906,True
775,B,256,92.19073887152348,False
776,A,81,79.07548366741496,True
777,B,780,20.074494916952958,True
778,E,128,41.152121943422095,False
779,C,838,60.08424258659141,True
780,A,915,16.02934738208287,False
781,B,235,21.06024926325083,True
782,A,553,28.2886072068555,False
783,A,181,50.95132702908365,True
784,C,157,51.080488717754754,True
785,E,454,81.42945193475526,True
786,A,571,75.30102006876255,False
787,B,857,91.3735675109942,True
788,D,761,83.29017228245964,False
789,A,704,25.387754830565466,False
790,A,24,33.12967693039999,True
791,C,473,50.04232436325338,False
792,E,400,1.4271134563644594,False
793,D,948,90.39020062837214,True
794,B,592,4.4344212562339225,False
795,D,134,32.244127081663635,False
796,B,421,56.91747911964067,True
797,E,213,51.78413886068658,True
798,B,900,65.44598928258748,True
799,C,482,52.752017529420904,True
800,C,348,22.900142570303437,False
801,C,166,20.107818779387188,False
802,C,937,90.72470690754986,False
803,D,348,26.396673673559256,True
804,E,849,28.097723387951344,False
805,B,398,41.29528961003446,True
806,B,583,13.943832714997395,False
807,C,726,50.72728444232404,True
808,C,435,66.50317617021314,False
809,A,577,78.60004920773669,False
810,E,221,71.14542418642291,True
811,D,308,14.76359640802637,False
812,B,991,45.60671449709239,False
813,A,798,3.858620080817843,False
814,A,697,1.7797996720949283,False
815,B,719,44.013041827380064,True
816,D,466,25.296049445762904,False
817,A,99,68.33607948733628,True
818,A,242,72.42407868134126,True
819,E,158,89.54037245582556,True
820,D,610,76.06825135390388,False
821,A,554,4.82441231365417,True
822,D,651,37.16230103577677,True
823,B,795,27.30233517521221,True
824,C,920,38.613244982716125,False
825,A,227,16.007565896870158,False
826,E,423,9.770410369059345,True
827,B,72,52.098454250840064,True
828,D,243,72.03813108663944,False
829,B,530,70.19109019319428,True
830,A,589,45.09443221762272,False
831,D,45,52.22789862889461,True
832,C,472,51.63287225086414,False
833,B,371,69.15703777680562,False
834,A,855,4.792517595602408,False
835,E,652,70.9896108871224,True
836,D,689,58.22009007572875,True
837,B,734,19.81087146715742,False
838,B,927,4.90588537462645,False
839,C,92,10.852779055788842,True
840,C,22,52.469134141926965,False
841,E,172,75.84085300912828,True
842,E,604,33.465728712450115,False
843,A,192,37.91239107052217,False
844,A,77,93.41464150461124,True
845,E,281,21.3013084032576,True
846,E,364,10.374942457535163,False
847,D,179,34.341011380001795,True
848,C,238,74.59221194922738,False
849,A,135,62.60772910561319,True
850,C,877,41.57954393695692,False
851,C,902,96.47525328318305,True
852,E,280,73.49964382945733,True
853,D,19,6.186142438329378,False
854,B,595,74.46314438540483,False
855,D,740,2.403855590585835,False
856,D,371,65.03233231174055,False
857,C,777,21.048283629265875,False
858,D,112,69.64422090375577,False
859,A,763,30.977956664779615,True
860,C,676,87.30063079555649,False
861,A,870,33.69138365914605,False
862,B,680,61.9695855404297,False
863,C,221,28.59275596539883,False
864,B,920,91.72215451421782,True
865,C,304,78.09959810281724,False
866,E,703,24.330287634460312,False
867,D,325,94.87967125586596,True
868,E,437,35.715758957622825,True
869,B,438,65.18649476671875,False
870,D,170,74.28532311143964,True
871,C,375,2.2902161464912307,False
872,D,557,95.89673461572463,True
